business_id,industry,region,month,monthly_revenue,cash_outflow,burn_rate,churn_rate,lead_time_days,headcount,cash_flow_flag,churn_flag,lead_time_flag,risk_score
SMB-00025,Retail,Northeast,2024-02,29325.67,27303.87,-0.0689,0.0661,7.1,3,0,0,0,0.92
SMB-00025,Retail,Northeast,2024-03,38615.53,39057.09,0.0114,0.0053,6.4,2,0,0,0,2.86
SMB-00025,Retail,Northeast,2024-04,36801.43,39583.43,0.0756,0.1334,39.9,3,0,0,1,21.08
SMB-00025,Retail,Northeast,2024-05,42489.11,46052.19,0.0839,0.0569,26.4,3,0,0,0,14.7
SMB-00025,Retail,Northeast,2024-06,37275.87,34735.8,-0.0681,0.0481,24.8,2,0,0,0,6.31
SMB-00025,Retail,Northeast,2024-07,47238.64,44982.91,-0.0478,0.0469,35.8,2,0,0,1,10.94
SMB-00025,Retail,Northeast,2024-08,32568.19,28642.64,-0.1205,0.0207,36.1,2,0,0,1,6.64
SMB-00025,Retail,Northeast,2024-09,39629.32,33679.49,-0.1501,0.117,26.6,3,0,0,0,4.86
SMB-00025,Retail,Northeast,2024-10,42570.27,32858.12,-0.2281,0.059,6.6,3,0,0,0,0
SMB-00025,Retail,Northeast,2024-11,48817.37,55841.02,0.1439,0.0967,9.1,1,1,0,0,13.13
SMB-00025,Retail,Northeast,2024-12,49881.97,53932.81,0.0812,0.0785,24.1,2,0,0,0,14.43
SMB-00026,Retail,Northeast,2023-01,54074.12,47534.4,-0.1209,0.1037,35.8,3,0,0,1,9
SMB-00026,Retail,Northeast,2023-02,48832.43,43496.24,-0.1093,0.0871,18.7,3,0,0,0,3.38
SMB-00026,Retail,Northeast,2023-03,58781.4,58437.34,-0.0059,0.1009,13.7,4,0,0,0,7.29
SMB-00026,Retail,Northeast,2023-04,58963.29,60748.09,0.0303,0.0587,11.3,3,0,0,0,7.06
SMB-00026,Retail,Northeast,2023-05,66151.22,53051.74,-0.198,0.1036,,3,0,0,1,7.79
SMB-00026,Retail,Northeast,2023-06,54990.15,43615.82,-0.2068,0.0805,36.6,3,0,0,1,4.27
SMB-00026,Retail,Northeast,2023-07,61161,59008.25,-0.0352,0.0885,30.9,4,0,0,1,11.19
SMB-00026,Retail,Northeast,2023-08,53061.93,46164.3,-0.13,0.0325,25.7,3,0,0,0,3.03
SMB-00026,Retail,Northeast,2023-09,50991.57,49412.04,-0.031,0.0861,3.6,4,0,0,0,2.24
SMB-00026,Retail,Northeast,2023-11,69601.83,67307.04,-0.033,0.1035,31.6,4,0,0,1,11.99
SMB-00026,Retail,Northeast,2023-12,67508.27,55159.6,-0.1829,0.049,3.8,2,0,0,0,0
SMB-00026,Retail,Northeast,2024-01,43085.67,41729.69,-0.0315,0.057,36,4,0,0,1,12.15
SMB-00026,Retail,Northeast,2024-02,49243.11,49394.65,0.0031,0.0799,8.6,4,0,0,0,5.41
SMB-00026,Retail,Northeast,2024-03,50392.63,41658.88,-0.1733,0.0647,25.6,4,0,0,0,1.81
SMB-00026,Retail,Northeast,2024-04,48477.24,43179.8,-0.1093,0.074,29,4,0,0,0,6.43
SMB-00026,Retail,Northeast,2024-05,44094.33,35392.23,-0.1974,0.045,26,3,0,0,0,0.15
SMB-00026,Retail,Northeast,2024-06,46122.31,44050.08,-0.0449,0.0639,24.7,3,0,0,0,7.9
SMB-00026,Retail,Northeast,2024-07,53870.55,59742.46,0.109,0.0993,17.7,3,1,0,0,14.32
SMB-00026,Retail,Northeast,2024-08,48370.68,49708.04,0.0276,0.0565,12.5,3,0,0,0,7.25
SMB-00026,Retail,Northeast,2024-09,55908.77,50161.17,-0.1028,0.1106,18.2,4,0,0,0,4.26
SMB-00026,Retail,Northeast,2024-10,59633.47,53834.64,-0.0972,0.0847,31.8,3,0,0,1,8.28
SMB-00026,Retail,Northeast,2024-11,64693.13,60813.49,-0.06,0.07,9.7,3,0,0,0,2.34
SMB-00026,Retail,Northeast,2024-12,65019.53,68530.95,0.054,,36.9,4,0,0,1,16.04
SMB-00027,Technology,Midwest,2023-01,102190.68,115067.43,0.126,0.1497,30.9,8,1,0,1,21.11
SMB-00027,Technology,Midwest,2023-02,90107.82,87945.44,-0.024,0.0655,34.9,8,0,0,1,12.4
SMB-00027,Technology,Midwest,2023-03,108967.03,87289.73,-0.1989,0.0368,28.8,8,0,0,0,0.77
SMB-00027,Technology,Midwest,2023-05,133552.15,149997.48,0.1231,0.0944,42.5,9,1,0,1,23.15
SMB-00027,Technology,Midwest,2023-06,124368.09,142362.62,0.1447,0.1289,17.5,9,1,0,0,16.94
SMB-00027,Technology,Midwest,2023-07,133520,113590.32,-0.1493,0.0143,28.3,8,0,0,0,2.4
SMB-00027,Technology,Midwest,2023-08,119860.26,137092.55,0.1438,0.0922,22.3,9,1,0,0,17.38
SMB-00027,Technology,Midwest,2023-09,118486.74,109073.08,-0.0794,0.0426,18.9,9,0,0,0,3.62
SMB-00027,Technology,Midwest,2023-10,133244.13,115126.81,-0.136,0.1022,25.6,8,0,0,0,4.8
SMB-00027,Technology,Midwest,2023-11,148923.94,159552.15,0.0714,0.0689,,8,0,0,1,16.04
SMB-00027,Technology,Midwest,2023-12,157113.22,177317.98,0.1286,0.1328,19.5,8,1,0,0,16.9
SMB-00027,Technology,Midwest,2024-01,107131.81,102254.29,-0.0455,0.1078,24.3,9,0,0,0,9.07
SMB-00027,Technology,Midwest,2024-02,109656,99397.02,-0.0936,0.0562,6.8,9,0,0,0,0
SMB-00027,Technology,Midwest,2024-03,118257.03,133928.22,0.1325,0.1455,19.7,8,1,0,0,17.55
SMB-00027,Technology,Midwest,2024-04,122065.23,93340.04,-0.2353,0.0654,9.9,9,0,0,0,0
SMB-00027,Technology,Midwest,2024-05,125144.25,142011.61,0.1348,0.0838,,9,1,0,1,21.04
SMB-00027,Technology,Midwest,2024-06,114663.39,98992.37,-0.1367,0.0567,14.6,9,0,0,0,0
SMB-00027,Technology,Midwest,2024-07,125649.77,141851.97,0.1289,0.0651,35.9,9,1,0,1,20.36
SMB-00027,Technology,Midwest,2024-08,124295.1,140391.66,0.1295,,25.1,9,1,0,0,18.53
SMB-00027,Technology,Midwest,2024-09,120058.36,130606.56,0.0879,0.0713,42.1,9,0,0,1,20.56
SMB-00027,Technology,Midwest,2024-10,125259.37,139357.39,0.1126,0.0875,40.9,9,1,0,1,21.89
SMB-00027,Technology,Midwest,2024-11,122938.85,115204.29,-0.0629,0.0669,40.6,10,0,0,1,12.39
SMB-00027,Technology,Midwest,2024-12,141324.33,155250.02,0.0985,0.0921,3.3,9,0,0,0,8.79
SMB-00028,Construction,Midwest,2023-01,43444.27,43396.47,-0.0011,0.0182,5.9,3,0,0,0,2.45
SMB-00028,Construction,Midwest,2023-02,41946.6,44569.88,0.0625,0.0861,40.3,4,0,0,1,19.15
SMB-00028,Construction,Midwest,2023-03,56594.64,55843.14,-0.0133,0.1021,9.2,4,0,0,0,5.45
SMB-00028,Construction,Midwest,2023-04,49810.23,48160.89,-0.0331,0.0587,41.6,4,0,0,1,13.96
SMB-00028,Construction,Midwest,2023-05,57045.13,46204.17,-0.19,0.0378,17.3,3,0,0,0,0
SMB-00028,Construction,Midwest,2023-06,53977.39,57777.05,0.0704,0.0585,30.2,2,0,0,1,15.33
SMB-00028,Construction,Midwest,2023-07,55295.82,45417.52,-0.1786,0.0767,14.6,3,0,0,0,0
SMB-00028,Construction,Midwest,2023-08,45084.97,42438.86,-0.0587,0.0706,13.6,4,0,0,0,3.73
SMB-00028,Construction,Midwest,2023-09,58420.45,58942.98,0.0089,0.0934,42.4,2,0,0,1,17.37
SMB-00028,Construction,Midwest,2023-10,47853.82,48295.92,0.0092,0.0877,17.2,4,0,0,0,8.81
SMB-00028,Construction,Midwest,2023-11,48809.68,54132.97,0.1091,0.0566,40.1,3,1,0,1,20.52
SMB-00028,Construction,Midwest,2023-12,71900.46,58843.12,-0.1816,0.0792,39.8,3,0,0,1,6.55
SMB-00028,Construction,Midwest,2024-01,43476.57,36816.65,-0.1532,0.1062,25.2,3,0,0,0,3.92
SMB-00028,Construction,Midwest,2024-02,48312.04,42527.13,-0.1197,0.1132,18.6,3,0,0,0,3.61
SMB-00028,Construction,Midwest,2024-03,44018.44,42679.08,-0.0304,0.0972,41.8,3,0,0,1,15.33
SMB-00028,Construction,Midwest,2024-04,49420.91,53065.16,0.0737,0.1218,34.9,4,0,0,1,18.98
SMB-00028,Construction,Midwest,2024-05,43481.44,36790.75,-0.1539,0.0476,31,4,0,0,1,4.06
SMB-00028,Construction,Midwest,2024-06,51837.38,44005.4,-0.1511,0.0981,11,4,0,0,0,0
SMB-00028,Construction,Midwest,2024-07,46244.73,47782.31,0.0332,0.0667,30.2,4,0,0,1,13.73
SMB-00028,Construction,Midwest,2024-08,56371.4,64324.94,0.1411,0.1025,,3,1,0,1,21.59
SMB-00028,Construction,Midwest,2024-09,45511.48,44298.22,-0.0267,0.0555,13.3,3,0,0,0,4.76
SMB-00028,Construction,Midwest,2024-10,55814.24,63732.2,0.1419,0.1087,43,3,1,0,1,24.68
SMB-00028,Construction,Midwest,2024-11,54907.47,41942.32,-0.2361,0.0719,34.6,3,0,0,1,1.89
SMB-00028,Construction,Midwest,2024-12,60357.97,58667.95,-0.028,0.0759,41.7,4,0,0,1,14.79
SMB-00029,Retail,Southeast,2023-01,54547.55,56124.03,0.0289,0.1095,21.4,5,0,0,0,11.86
SMB-00029,Retail,Southeast,2023-02,53768.93,60958.59,0.1337,0.1268,30.5,3,1,0,1,20.64
SMB-00029,Retail,Southeast,2023-03,63047.62,47521.35,-0.2463,0.1142,16.5,4,0,0,0,0
SMB-00029,Retail,Southeast,2023-04,64674.16,55978.55,-0.1345,0.0832,8.4,5,0,0,0,0
SMB-00029,Retail,Southeast,2023-05,72668.73,58685.54,-0.1924,0.0603,10.9,5,0,0,0,0
SMB-00029,Retail,Southeast,2023-06,62865.79,54747.01,-0.1291,0.0338,13.2,5,0,0,0,0
SMB-00029,Retail,Southeast,2023-07,70569.08,65276.05,-0.075,0.0842,30.5,5,0,0,1,8.93
SMB-00029,Retail,Southeast,2023-08,59144.99,53544.52,-0.0947,0.1087,15.7,4,0,0,0,3.76
SMB-00029,Retail,Southeast,2023-09,78632.69,62344.06,-0.2071,0.1081,25,4,0,0,0,1.21
SMB-00029,Retail,Southeast,2023-10,77681.45,74124.14,-0.0458,0.0873,23.6,,0,0,0,8.2
SMB-00029,Retail,Southeast,2023-11,79879.96,60066.78,-0.248,0.0779,28.9,5,0,0,0,0
SMB-00029,Retail,Southeast,2023-12,83981.96,78682.55,-0.0631,0.0239,4.1,5,0,0,0,0
SMB-00029,Retail,Southeast,2024-01,61595.67,50553.19,-0.1793,0.0433,5.3,6,0,0,0,0
SMB-00029,Retail,Southeast,2024-02,60406.38,57678.43,-0.0452,0.0855,14.4,4,0,0,0,5.1
SMB-00029,Retail,Southeast,2024-03,57264.82,58804.09,0.0269,0.0348,10.2,5,0,0,0,5.8
SMB-00029,Retail,Southeast,2024-04,64223.06,70768.97,0.1019,0.1386,14.9,4,1,0,0,14.21
SMB-00029,Retail,Southeast,2024-05,70689.21,54363.21,-0.231,0.0319,10.6,4,0,0,0,0
SMB-00029,Retail,Southeast,2024-06,69293.19,68625.29,-0.0096,0.0965,21.6,5,0,0,0,9.62
SMB-00029,Retail,Southeast,2024-07,73750.88,58740.82,-0.2035,0.0838,20.9,4,0,0,0,0
SMB-00029,Retail,Southeast,2024-08,72389.82,64494.91,-0.1091,,27.2,5,0,0,0,6.24
SMB-00029,Retail,Southeast,2024-09,67939.89,57149.2,-0.1588,0.1014,38,4,0,0,1,7.78
SMB-00029,Retail,Southeast,2024-10,74341.41,72120.11,-0.0299,0.0214,38.9,,0,0,1,12.11
SMB-00029,Retail,Southeast,2024-11,77195.23,58019.24,-0.2484,0.0505,33.4,5,0,0,1,0.24
SMB-00029,Retail,Southeast,2024-12,79705.63,82565.21,0.0359,0.0629,12.3,5,0,0,0,7.79
SMB-00030,Food & Beverage,West,2023-01,54788.71,52273.55,-0.0459,0.0885,43.8,4,0,0,1,14.95
SMB-00030,Food & Beverage,West,2023-02,53131.98,51188.24,-0.0366,0.0353,43.5,,0,0,1,13.74
SMB-00030,Food & Beverage,West,2023-03,57793.93,52656.81,-0.0889,0.0588,23,5,0,0,0,4.99
SMB-00030,Food & Beverage,West,2023-04,63605.34,67886.94,0.0673,0.1045,42.3,5,0,0,1,20.61
SMB-00030,Food & Beverage,West,2023-05,67319.62,74498.31,0.1066,0.0525,32.1,4,1,0,1,17.6
SMB-00030,Food & Beverage,West,2023-06,76557.3,77697.58,0.0149,0.0244,8.2,5,0,0,0,4.21
SMB-00030,Food & Beverage,West,2023-07,67355.31,55383.98,-0.1777,0.0745,21.5,5,0,0,0,0.51
SMB-00030,Food & Beverage,West,2023-08,65916.42,60669.11,-0.0796,0.0323,15.7,4,0,0,0,2.22
SMB-00030,Food & Beverage,West,2023-09,78283.88,80240.49,0.025,0.0785,12.1,4,0,0,0,7.63
SMB-00030,Food & Beverage,West,2023-11,93221.14,89498.98,-0.0399,0.1095,37.3,5,0,0,1,13.71
SMB-00030,Food & Beverage,West,2023-12,82608.2,94953.76,0.1494,0.1474,33.9,5,1,0,1,23.21
SMB-00030,Food & Beverage,West,2024-01,64500.11,49228.24,-0.2368,0.0397,34.2,4,0,0,1,0.76
SMB-00030,Food & Beverage,West,2024-02,56941.22,44349.39,-0.2211,0.0469,38.4,5,0,0,1,3.14
SMB-00030,Food & Beverage,West,2024-03,64755.9,65164.5,0.0063,0.1093,25.2,5,0,0,0,12
SMB-00030,Food & Beverage,West,2024-04,65992.69,70115.08,0.0625,0.1403,38.7,5,0,0,1,20.22
SMB-00030,Food & Beverage,West,2024-05,70171.74,70200.16,0.0004,0.0926,7.3,4,0,0,0,5.24
SMB-00030,Food & Beverage,West,2024-06,71707.28,66112.19,-0.078,0.0885,34.6,5,0,0,1,10.3
SMB-00030,Food & Beverage,West,2024-07,77918.77,81067.97,0.0404,0.0774,,5,0,0,0,6.25
SMB-00030,Food & Beverage,West,2024-08,88120.68,69697.49,-0.2091,0.0821,41,6,0,0,1,5.69
SMB-00030,Food & Beverage,West,2024-09,79444.59,67664.41,-0.1483,0.0465,33.3,,0,0,1,5.09
SMB-00030,Food & Beverage,West,2024-10,87017.11,92608.06,0.0643,0.0503,34.5,5,0,0,1,16.23
SMB-00030,Food & Beverage,West,2024-12,103113.2,82931.61,-0.1957,0.0904,17.8,5,0,0,0,0
SMB-00031,Technology,Southwest,2023-01,91008.08,95484.73,0.0492,0.0664,29.4,9,0,0,0,14.26
SMB-00031,Technology,Southwest,2023-02,99397.98,110598.01,0.1127,0.1195,7.5,8,1,0,0,11.72
SMB-00031,Technology,Southwest,2023-03,111491.87,109907.42,-0.0142,0.0384,28.6,9,0,0,0,9.97
SMB-00031,Technology,Southwest,2023-04,97284.88,101689.64,0.0453,0.075,4.3,9,0,0,0,5.95
SMB-00031,Technology,Southwest,2023-05,106125.52,87187.12,-0.1785,0.1265,20.5,9,0,0,0,1.71
SMB-00031,Technology,Southwest,2023-06,106941.65,87195.45,-0.1846,0.0259,27.8,8,0,0,0,0.79
SMB-00031,Technology,Southwest,2023-07,120954.85,95648.31,-0.2092,0.1043,30.2,9,0,0,1,2.73
SMB-00031,Technology,Southwest,2023-08,122416.06,109099.47,-0.1088,0.0106,27.2,9,0,0,0,3.95
SMB-00031,Technology,Southwest,2023-09,106826.31,92387.5,-0.1352,0.0508,6.4,8,0,0,0,0
SMB-00031,Technology,Southwest,2023-10,107810.26,85691.07,-0.2052,0.0676,8.8,8,0,0,0,0
SMB-00031,Technology,Southwest,2023-11,139478.91,144405.55,0.0353,0.0482,3.9,8,0,0,0,4.51
SMB-00031,Technology,Southwest,2023-12,141959.05,134480.02,-0.0527,0.0955,19.7,8,0,0,0,6.78
SMB-00031,Technology,Southwest,2024-01,99131.16,109360.97,0.1032,0.0802,23.2,8,1,0,0,15.28
SMB-00031,Technology,Southwest,2024-02,97446.71,100185.8,0.0281,0.0418,18.7,8,0,0,0,8.9
SMB-00031,Technology,Southwest,2024-03,100672.15,98130.29,-0.0252,0.1021,23.7,9,0,0,0,9.72
SMB-00031,Technology,Southwest,2024-04,93952.63,107504.49,0.1442,0.1314,13.9,8,1,0,0,15.77
SMB-00031,Technology,Southwest,2024-06,106369.63,114913.22,0.0803,0.0838,28.1,8,0,0,0,15.88
SMB-00031,Technology,Southwest,2024-07,108066.53,104366.82,-0.0342,0.0243,34.5,8,0,0,1,10.53
SMB-00031,Technology,Southwest,2024-08,93863.01,95419.32,0.0166,0.0588,10.1,8,0,0,0,5.97
SMB-00031,Technology,Southwest,2024-09,102809.59,93614.69,-0.0894,0.0777,4.1,8,0,0,0,0
SMB-00031,Technology,Southwest,2024-10,105997.95,106694.77,0.0066,0.0513,18.4,9,0,0,0,8.01
SMB-00031,Technology,Southwest,2024-11,117477.85,110307.87,-0.061,0.0583,35.8,8,0,0,1,10.63
SMB-00031,Technology,Southwest,2024-12,140396.57,123654.24,-0.1193,0.0901,15.1,8,0,0,0,1.77
SMB-00032,Transportation,Midwest,2023-01,67601.2,71589.38,0.059,0.1318,33.8,5,0,0,1,18.16
SMB-00032,Transportation,Midwest,2023-02,75916.15,63148.25,-0.1682,0.0497,33.6,6,0,0,1,4.28
SMB-00032,Transportation,Midwest,2023-03,72321.54,74023.25,0.0235,0.0719,33,6,0,0,1,14.33
SMB-00032,Transportation,Midwest,2023-04,69312.12,64065.68,-0.0757,0.0999,41.7,6,0,0,1,13.11
SMB-00032,Transportation,Midwest,2023-05,95133.82,109353.76,0.1495,0.057,14.3,5,1,0,0,13.93
SMB-00032,Transportation,Midwest,2023-06,85301.72,80366.12,-0.0579,0.0909,15.1,5,0,0,0,4.86
SMB-00032,Transportation,Midwest,2023-07,86188.59,87545.22,0.0157,0.0116,22.8,5,0,0,0,8.72
SMB-00032,Transportation,Midwest,2023-08,78994.31,82099.62,0.0393,0.1246,29.9,6,0,0,0,15.67
SMB-00032,Transportation,Midwest,2023-09,81857.42,74934.8,-0.0846,0.1207,34.5,6,0,0,1,10.88
SMB-00032,Transportation,Midwest,2023-10,86868.54,80127.76,-0.0776,0.0608,37.4,5,0,0,1,10.41
SMB-00032,Transportation,Midwest,2023-11,88446.32,88711.54,0.003,0.1251,42.1,5,0,0,1,17.94
SMB-00032,Transportation,Midwest,2023-12,101268.82,104486.7,0.0318,0.073,29.4,5,0,0,0,13.58
SMB-00032,Transportation,Midwest,2024-01,73905.1,77814.58,0.0529,0.0927,19.3,5,0,0,0,11.85
SMB-00032,Transportation,Midwest,2024-02,70036.54,72645.41,0.0373,0.0986,,6,0,0,0,13.93
SMB-00032,Transportation,Midwest,2024-03,76709.74,87311.73,0.1382,0.1319,24.8,7,1,0,0,19.13
SMB-00032,Transportation,Midwest,2024-04,82790.84,87673.06,0.059,0.0897,19.1,4,0,0,0,12
SMB-00032,Transportation,Midwest,2024-05,80617.37,68967.1,-0.1445,0.1106,38.8,5,0,0,1,9.02
SMB-00032,Transportation,Midwest,2024-06,93016.08,88672.46,-0.0467,0.0859,13.2,5,0,0,0,4.65
SMB-00032,Transportation,Midwest,2024-07,106261.76,84359.38,-0.2061,0.0442,44.6,6,0,0,1,5.89
SMB-00032,Transportation,Midwest,2024-08,78203.23,87599.66,0.1202,0.128,14.4,6,1,0,0,14.64
SMB-00032,Transportation,Midwest,2024-09,77329.56,63285.61,-0.1816,0.0459,39.2,5,0,0,1,5.35
SMB-00032,Transportation,Midwest,2024-10,99793.16,93568.43,-0.0624,0.0571,16.4,6,0,0,0,4.04
SMB-00032,Transportation,Midwest,2024-11,95984.35,73838.97,-0.2307,0.0695,34,5,0,0,1,1.9
SMB-00032,Transportation,Midwest,2024-12,110577.39,103905.79,-0.0603,0.0484,40,5,0,0,1,11.77
SMB-00033,Food & Beverage,West,2023-01,29960.49,27339.58,-0.0875,0.097,15,2,0,0,0,3.55
SMB-00033,Food & Beverage,West,2023-02,30633.69,34393.14,0.1227,0.0861,21.1,1,1,0,0,15.74
SMB-00033,Food & Beverage,West,2023-03,30570.58,30366.05,-0.0067,0.0508,15.1,1,0,0,0,6.23
SMB-00033,Food & Beverage,West,2023-04,32825.1,37582.3,0.1449,0.1172,4.5,2,1,0,0,12.25
SMB-00033,Food & Beverage,West,2023-05,37222.28,40372.83,0.0846,0.0976,33.8,2,0,0,1,18.42
SMB-00033,Food & Beverage,West,2023-06,39301.22,44203.12,0.1247,0.0602,38.3,1,1,0,1,20.8
SMB-00033,Food & Beverage,West,2023-07,44129.18,36518.69,-0.1725,0.0577,16.2,2,0,0,0,0
SMB-00033,Food & Beverage,West,2023-08,33148.15,34691.47,0.0466,0.0865,23.1,1,0,0,0,12.62
SMB-00033,Food & Beverage,West,2023-09,37065.81,38266.9,0.0324,,35.7,1,0,0,1,17.1
SMB-00033,Food & Beverage,West,2023-10,35575.85,38497.73,0.0821,0.096,27.4,2,0,0,0,16.12
SMB-00033,Food & Beverage,West,2023-11,42885.85,33131.21,-0.2275,0.0705,13.2,3,0,0,0,0
SMB-00033,Food & Beverage,West,2023-12,50252.11,49766.25,-0.0097,0.069,24.7,2,0,0,0,9.83
SMB-00033,Food & Beverage,West,2024-01,36522.35,31973.89,-0.1245,0.0548,30.3,1,0,0,1,5.52
SMB-00033,Food & Beverage,West,2024-02,30422.62,31127.38,0.0232,0.0551,28.5,2,0,0,0,12.32
SMB-00033,Food & Beverage,West,2024-03,37644.82,42081.51,0.1179,0.0746,,1,1,0,0,9.61
SMB-00033,Food & Beverage,West,2024-04,43904.94,33150.2,-0.245,0.0162,33.9,1,0,0,1,0
SMB-00033,Food & Beverage,West,2024-05,42828.76,33174.43,-0.2254,0.1071,22,,0,0,0,0
SMB-00033,Food & Beverage,West,2024-06,43678,47696.58,0.092,0.1047,44,2,0,0,1,22.41
SMB-00033,Food & Beverage,West,2024-07,49567.06,53907.1,0.0876,0.1038,5,2,0,0,0,9.16
SMB-00033,Food & Beverage,West,2024-08,44308.95,43185.86,-0.0253,0.0718,20.7,1,0,0,0,7.79
SMB-00033,Food & Beverage,West,2024-09,37577.81,29882.43,-0.2048,0.0613,25.6,2,0,0,0,0.15
SMB-00033,Food & Beverage,West,2024-10,43613.89,44225.86,0.014,0.0837,28.1,2,0,0,0,12.58
SMB-00033,Food & Beverage,West,2024-11,48934.63,43266.36,-0.1158,0.0968,42.7,2,0,0,1,11.33
SMB-00033,Food & Beverage,West,2024-12,49936.59,42698.81,-0.1449,0.065,6.6,2,0,0,0,0
SMB-00034,Manufacturing,Midwest,2023-01,53969.97,57630.27,0.0678,0.0807,38.5,5,0,0,1,18.65
SMB-00034,Manufacturing,Midwest,2023-02,67297.99,51021.41,-0.2419,0.0409,11.1,5,0,0,0,0
SMB-00034,Manufacturing,Midwest,2023-03,69467.23,73265.49,0.0547,0.1204,36.9,6,0,0,1,18.64
SMB-00034,Manufacturing,Midwest,2023-04,70366.89,62121.78,-0.1172,0.1073,39.8,5,0,0,1,10.62
SMB-00034,Manufacturing,Midwest,2023-05,69603.7,64607.48,-0.0718,0.1221,33.8,6,0,0,1,11.33
SMB-00034,Manufacturing,Midwest,2023-06,76180.31,81874.28,0.0747,0.0955,25.2,6,0,0,0,15
SMB-00034,Manufacturing,Midwest,2023-07,67641.56,71526.28,0.0574,0.0718,30,6,0,0,1,15.04
SMB-00034,Manufacturing,Midwest,2023-08,83080.43,77645.27,-0.0654,0.1064,18,5,0,0,0,5.93
SMB-00034,Manufacturing,Midwest,2023-09,70514.58,65326.34,-0.0736,0.0226,8.1,6,0,0,0,0
SMB-00034,Manufacturing,Midwest,2023-10,78452.1,59895.91,-0.2365,0.0593,41.3,5,0,0,1,3.71
SMB-00034,Manufacturing,Midwest,2023-11,87949.26,82619.59,-0.0606,0.0847,7.8,6,0,0,0,2.11
SMB-00034,Manufacturing,Midwest,2023-12,92568.79,76644.97,-0.172,0.0072,10,6,0,0,0,0
SMB-00034,Manufacturing,Midwest,2024-01,54889.3,58004.69,0.0568,0.1088,24.4,5,0,0,0,14.25
SMB-00034,Manufacturing,Midwest,2024-02,62277.83,67148.53,0.0782,0.0434,38.6,5,0,0,1,18.07
SMB-00034,Manufacturing,Midwest,2024-03,62525.18,48274.58,-0.2279,0.0504,26.2,5,0,0,0,0
SMB-00034,Manufacturing,Midwest,2024-04,76938.89,87815.77,0.1414,0.0936,16.8,6,1,0,0,15.47
SMB-00034,Manufacturing,Midwest,2024-05,76715.31,66491,-0.1333,0.0925,39.6,6,0,0,1,9.32
SMB-00034,Manufacturing,Midwest,2024-06,80907.69,85305.43,0.0544,0.1256,11.7,6,0,0,0,10.4
SMB-00034,Manufacturing,Midwest,2024-07,75083.91,66834.92,-0.1099,0.0646,42.6,5,0,0,1,10.66
SMB-00034,Manufacturing,Midwest,2024-08,85488.19,76261.82,-0.1079,0.0826,37,4,0,0,1,9.43
SMB-00034,Manufacturing,Midwest,2024-09,86778.67,99417.32,0.1456,0.0664,42.4,5,1,0,1,23.42
SMB-00034,Manufacturing,Midwest,2024-10,70571.04,76599.09,0.0854,0.1257,29.6,6,0,0,0,17.9
SMB-00034,Manufacturing,Midwest,2024-11,85395.13,73381.32,-0.1407,0.0533,17.3,5,0,0,0,0.32
SMB-00035,Construction,Northeast,2023-01,74041.25,73310.18,-0.0099,0.0116,43.3,7,0,0,1,14.29
SMB-00035,Construction,Northeast,2023-02,79131.44,75250.78,-0.049,0.0573,28.6,6,0,0,0,8.79
SMB-00035,Construction,Northeast,2023-03,82654.15,70871.23,-0.1426,0.1013,12.4,6,0,0,0,0.05
SMB-00035,Construction,Northeast,2023-04,91862.64,78719.8,-0.1431,0.0334,41.6,7,0,0,1,7.71
SMB-00035,Construction,Northeast,2023-05,78700.56,66182.89,-0.1591,0.1078,9,7,0,0,0,0
SMB-00035,Construction,Northeast,2023-06,95156.25,95727.55,0.006,0.0443,15.1,6,0,0,0,6.67
SMB-00035,Construction,Northeast,2023-07,103112.15,108713.16,0.0543,0.0912,26.2,7,0,0,0,14.19
SMB-00035,Construction,Northeast,2023-08,94828.34,72550.12,-0.2349,0.0542,26.9,7,0,0,0,0
SMB-00035,Construction,Northeast,2023-09,86767.75,90042.24,0.0377,0.1229,5.4,6,0,0,0,7.39
SMB-00035,Construction,Northeast,2023-10,99079.58,86598.03,-0.126,0.0638,34.9,6,0,0,1,7.26
SMB-00035,Construction,Northeast,2023-11,103404.8,93447.12,-0.0963,0.0902,40.6,7,0,0,1,11.41
SMB-00035,Construction,Northeast,2023-12,111781.07,109928.19,-0.0166,0.0142,30.3,7,0,0,1,9.7
SMB-00035,Construction,Northeast,2024-01,61568.8,55369.98,-0.1007,0.0251,23,7,0,0,0,3.37
SMB-00035,Construction,Northeast,2024-02,70049.83,71721.25,0.0239,0.0194,32.7,7,0,0,1,12.69
SMB-00035,Construction,Northeast,2024-03,74027.28,74915.49,0.012,0.0462,10.7,7,0,0,0,5.55
SMB-00035,Construction,Northeast,2024-04,83545.65,78394.91,-0.0617,0.1065,23.9,7,0,0,0,8.08
SMB-00035,Construction,Northeast,2024-05,89500.81,75007.38,-0.1619,0.0295,43.9,6,0,0,1,7.41
SMB-00035,Construction,Northeast,2024-06,79509.86,84692.17,0.0652,0.0828,20.6,6,0,0,0,12.61
SMB-00035,Construction,Northeast,2024-07,95788,109633.86,0.1445,0.1573,26.7,6,1,1,0,20.84
SMB-00035,Construction,Northeast,2024-08,91966.22,94293,0.0253,0.0466,5.7,7,0,0,0,4.55
SMB-00035,Construction,Northeast,2024-09,82485.65,87937.67,0.0661,0.0466,38.2,6,0,0,1,17.43
SMB-00035,Construction,Northeast,2024-10,84211.32,67416.41,-0.1994,0.0914,30,7,0,0,1,2.79
